antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,algorithm,context,context_n,support_count,rule_str,normalized_rule
"frozenset({'bureau_debt_low', 'income_q4'})",frozenset({'credit_large'}),0.11772185653534688,0.3220389889264712,0.0664973123184236,0.5648680226042585,1.7540361323554852,1.0,0.028586284665233393,1.5580583507815617,0.4872457964845395,0.17815110883837051,0.3581755140952362,0.38567820626761284,fpgrowth,Portfolio-wide,356255,23690,"{bureau_debt_low, income_q4} -> {credit_large}","{bureau_debt_low, income_q4} -> {credit_large}"
"frozenset({'bureau_debt_low', 'credit_large'})",frozenset({'income_q4'}),0.1698334058469355,0.23744228151183844,0.0664973123184236,0.3915443607034245,1.6490085852039071,1.0,0.02617168095720123,1.2532675666704984,0.47409161214428375,0.1951336035056505,0.20208579030202087,0.3358005524997203,fpgrowth,Portfolio-wide,356255,23690,"{bureau_debt_low, credit_large} -> {income_q4}","{bureau_debt_low, credit_large} -> {income_q4}"
"frozenset({'bureau_debt_low', 'income_q4'})",frozenset({'leverage_under_3x'}),0.11772185653534688,0.47446632327967325,0.06748536862640524,0.5732611650253939,1.2082230853874243,1.0,0.011630312186422027,1.2315112514931987,0.19533327306114287,0.12861636565950524,0.1879895544701626,0.35774771487303325,fpgrowth,Portfolio-wide,356255,24042,"{bureau_debt_low, income_q4} -> {leverage_under_3x}","{bureau_debt_low, income_q4} -> {leverage_under_3x}"
"frozenset({'income_q4', 'previous_approval_high'})",frozenset({'burden_under_20pct'}),0.11326998919313414,0.6564820142875187,0.09695302522069865,0.8559462741307956,1.3038381181847851,1.0,0.022593314556864474,2.384651862627859,0.26280109886313824,0.1441040018690965,0.5806515761600474,0.5018160018435913,fpgrowth,Portfolio-wide,356255,34540,"{income_q4, previous_approval_high} -> {burden_under_20pct}","{income_q4, previous_approval_high} -> {burden_under_20pct}"
"frozenset({'credit_large', 'previous_approval_high'})",frozenset({'income_q4'}),0.17516947130566587,0.23744228151183844,0.06396541802922064,0.3651630478327057,1.5379023715053857,1.0,0.022372779111180817,1.201186723433216,0.42404306569144673,0.18346792048757316,0.1674899659714743,0.3172782965845169,fpgrowth,Portfolio-wide,356255,22788,"{credit_large, previous_approval_high} -> {income_q4}","{credit_large, previous_approval_high} -> {income_q4}"
"frozenset({'income_q4', 'previous_approval_high'})",frozenset({'credit_large'}),0.11326998919313414,0.3220389889264712,0.06396541802922064,0.5647163779644635,1.7535652432861197,1.0,0.0274880652337514,1.5575155525106803,0.4846269072941475,0.17225401192806872,0.3579518365720186,0.38167134706046896,fpgrowth,Portfolio-wide,356255,22788,"{income_q4, previous_approval_high} -> {credit_large}","{income_q4, previous_approval_high} -> {credit_large}"
"frozenset({'income_q4', 'previous_approval_high'})",frozenset({'leverage_under_3x'}),0.11326998919313414,0.47446632327967325,0.064524006680608,0.5696478576561842,1.2006075662411269,1.0,0.010781211370213317,1.2211712804730706,0.18843207303056683,0.12332280025966083,0.1811140533761906,0.35282033185475586,fpgrowth,Portfolio-wide,356255,22987,"{income_q4, previous_approval_high} -> {leverage_under_3x}","{income_q4, previous_approval_high} -> {leverage_under_3x}"
"frozenset({'income_q4', 'repayment_clean_observed'})",frozenset({'burden_under_20pct'}),0.09981333595317961,0.6564820142875187,0.0850570518308515,0.8521611968840518,1.2980724198650044,1.0,0.019531391991551336,2.3235982602149736,0.25508815701023535,0.1267166251275446,0.5696330053597637,0.49086306770979715,fpgrowth,Portfolio-wide,356255,30302,"{income_q4, repayment_clean_observed} -> {burden_under_20pct}","{income_q4, repayment_clean_observed} -> {burden_under_20pct}"
"frozenset({'credit_large', 'repayment_clean_observed'})",frozenset({'income_q4'}),0.14295097612665086,0.23744228151183844,0.053947313020168135,0.377383313370118,1.5893686287347368,1.0,0.020004707104311806,1.2247627390389366,0.43266993070303483,0.16525649624241173,0.18351533066339565,0.30229255513641257,fpgrowth,Portfolio-wide,356255,19219,"{credit_large, repayment_clean_observed} -> {income_q4}","{credit_large, repayment_clean_observed} -> {income_q4}"
"frozenset({'income_q4', 'repayment_clean_observed'})",frozenset({'credit_large'}),0.09981333595317961,0.3220389889264712,0.053947313020168135,0.5404820158047189,1.6783123608928086,1.0,0.021803527228427974,1.4753742712829625,0.44897727875945465,0.1466338084047975,0.322205883981957,0.3539999856584434,fpgrowth,Portfolio-wide,356255,19219,"{income_q4, repayment_clean_observed} -> {credit_large}","{income_q4, repayment_clean_observed} -> {credit_large}"
"frozenset({'income_q4', 'repayment_clean_observed'})",frozenset({'leverage_under_3x'}),0.09981333595317961,0.47446632327967325,0.059005487642278705,0.5911583565342108,1.2459437636119721,1.0,0.011647421118294754,1.2854211040375636,0.21928291676321854,0.11451279900201015,0.22204482495350633,0.35776007999519077,fpgrowth,Portfolio-wide,356255,21021,"{income_q4, repayment_clean_observed} -> {leverage_under_3x}","{income_q4, repayment_clean_observed} -> {leverage_under_3x}"
"frozenset({'credit_file_established', 'income_q4'})",frozenset({'burden_under_20pct'}),0.09826669099381061,0.6564820142875187,0.08519740073823526,0.867001828153565,1.320678722774338,1.0,0.02068708549724929,2.5828775008209943,0.26927426666286786,0.12724551525797487,0.6128349100249084,0.49839027805326563,fpgrowth,Portfolio-wide,356255,30352,"{credit_file_established, income_q4} -> {burden_under_20pct}","{credit_file_established, income_q4} -> {burden_under_20pct}"
"frozenset({'credit_large', 'credit_file_established'})",frozenset({'income_q4'}),0.13490617675541397,0.23744228151183844,0.05347574069135872,0.3963920850585714,1.6694250178808527,1.0,0.02144331029251388,1.263332868261273,0.46352355656900746,0.16770246478873244,0.2084429803711974,0.31080391580035793,fpgrowth,Portfolio-wide,356255,19051,"{credit_file_established, credit_large} -> {income_q4}","{credit_file_established, credit_large} -> {income_q4}"
"frozenset({'credit_file_established', 'income_q4'})",frozenset({'credit_large'}),0.09826669099381061,0.3220389889264712,0.05347574069135872,0.544189899451554,1.6898261333686058,1.0,0.02183003487856198,1.4873760152699194,0.45270939621215334,0.14577801583961436,0.3276750534272085,0.3551217609662763,fpgrowth,Portfolio-wide,356255,19051,"{credit_file_established, income_q4} -> {credit_large}","{credit_file_established, income_q4} -> {credit_large}"
"frozenset({'credit_file_established', 'income_q4'})",frozenset({'leverage_under_3x'}),0.09826669099381061,0.47446632327967325,0.05834865475572273,0.5937785648994516,1.2514661963678504,1.0,0.011724419179029624,1.293712323649898,0.22283447256009764,0.11343395979307183,0.22703062982445696,0.3583780034535653,fpgrowth,Portfolio-wide,356255,20787,"{credit_file_established, income_q4} -> {leverage_under_3x}","{credit_file_established, income_q4} -> {leverage_under_3x}"
"frozenset({'income_q4', 'previous_two_to_four'})",frozenset({'burden_under_20pct'}),0.08373215814514884,0.6564820142875187,0.07162285441607837,0.8553804894401609,1.3029762747856954,1.0,0.016654198576309988,2.375322557673462,0.2537754865335769,0.10712501416942008,0.5790045453955264,0.4822407524699468,fpgrowth,Portfolio-wide,356255,25516,"{income_q4, previous_two_to_four} -> {burden_under_20pct}","{income_q4, previous_two_to_four} -> {burden_under_20pct}"
"frozenset({'credit_large', 'previous_two_to_four'})",frozenset({'income_q4'}),0.12492175548413356,0.23744228151183844,0.04598952997150917,0.3681466834441848,1.5504681015534703,1.0,0.016327823338892485,1.2068587732431415,0.4057162801552761,0.14536420903202912,0.1714026345330022,0.28091694025619807,fpgrowth,Portfolio-wide,356255,16384,"{credit_large, previous_two_to_four} -> {income_q4}","{credit_large, previous_two_to_four} -> {income_q4}"
"frozenset({'income_q4', 'previous_two_to_four'})",frozenset({'credit_large'}),0.08373215814514884,0.3220389889264712,0.04598952997150917,0.5492457257794168,1.7055255564251632,1.0,0.01902451042181405,1.504058973696517,0.4514733027542698,0.12782623621015182,0.3351324532559346,0.34602653069530076,fpgrowth,Portfolio-wide,356255,16384,"{income_q4, previous_two_to_four} -> {credit_large}","{income_q4, previous_two_to_four} -> {credit_large}"
"frozenset({'income_q4', 'previous_two_to_four'})",frozenset({'leverage_under_3x'}),0.08373215814514884,0.47446632327967325,0.04881896394436569,0.5830372108615487,1.2288273840625745,1.0,0.009090874728964776,1.2603850761028574,0.2032332070430134,0.09584006083683715,0.20659168458894714,0.3429647898584829,fpgrowth,Portfolio-wide,356255,17392,"{income_q4, previous_two_to_four} -> {leverage_under_3x}","{income_q4, previous_two_to_four} -> {leverage_under_3x}"
"frozenset({'credit_large', 'income_q4'})",frozenset({'leverage_3_to_6x'}),0.12748171955481327,0.3596637240179085,0.08127043830963776,0.63750660560155,1.7725073812832095,1.0,0.03541988831034699,1.7664770886231342,0.49950524241590677,0.20023513952764616,0.43390151707009034,0.4317344472455663,fpgrowth,Portfolio-wide,356255,28953,"{credit_large, income_q4} -> {leverage_3_to_6x}","{credit_large, income_q4} -> {leverage_3_to_6x}"
"frozenset({'credit_large', 'leverage_3_to_6x'})",frozenset({'income_q4'}),0.15630657815328908,0.23744228151183844,0.08127043830963776,0.5199425338960223,2.1897638895038116,1.0,0.04415664777761232,1.5884717400124675,0.6439895658431575,0.2600833617793428,0.37046409148446585,0.431108517214,fpgrowth,Portfolio-wide,356255,28953,"{credit_large, leverage_3_to_6x} -> {income_q4}","{credit_large, leverage_3_to_6x} -> {income_q4}"
"frozenset({'income_q4', 'leverage_3_to_6x'})",frozenset({'credit_large'}),0.0818739386113879,0.3220389889264712,0.08127043830963776,0.9926289083927593,3.082325254161691,1.0,0.05490383789979843,91.97565939996741,0.7358135590764039,0.25189006725072427,0.9891275582417802,0.6224955085161621,fpgrowth,Portfolio-wide,356255,28953,"{income_q4, leverage_3_to_6x} -> {credit_large}","{income_q4, leverage_3_to_6x} -> {credit_large}"
"frozenset({'income_q4', 'leverage_3_to_6x'})",frozenset({'burden_under_20pct'}),0.0818739386113879,0.6564820142875187,0.06543066062230705,0.7991634668129457,1.2173425157432218,1.0,0.011681892485050464,1.7104357472280052,0.19445968794307314,0.09723317190374292,0.41535365966208515,0.44941604660796935,fpgrowth,Portfolio-wide,356255,23310,"{income_q4, leverage_3_to_6x} -> {burden_under_20pct}","{income_q4, leverage_3_to_6x} -> {burden_under_20pct}"
"frozenset({'income_q4', 'leverage_3_to_6x'})",frozenset({'external_score_strong'}),0.0818739386113879,0.33316585030385537,0.034559514954176085,0.4221064179923204,1.266955834781233,1.0,0.007281914578987376,1.1539047507319145,0.22949626739685505,0.0908312922359607,0.13337734387027486,0.2629185411162694,fpgrowth,Portfolio-wide,356255,12312,"{income_q4, leverage_3_to_6x} -> {external_score_strong}","{income_q4, leverage_3_to_6x} -> {external_score_strong}"
"frozenset({'income_q4', 'external_score_middle'})",frozenset({'burden_under_20pct'}),0.08154552216810992,0.6564820142875187,0.07099128433285147,0.8705724415682765,1.3261177345629347,1.0,0.017458115683803156,2.654133245460983,0.26775321722310413,0.10642792517937173,0.6232291646584929,0.489355702344801,fpgrowth,Portfolio-wide,356255,25291,"{external_score_middle, income_q4} -> {burden_under_20pct}","{external_score_middle, income_q4} -> {burden_under_20pct}"
"frozenset({'credit_large', 'external_score_middle'})",frozenset({'income_q4'}),0.11035915285399503,0.23744228151183844,0.043867454491866784,0.3974972021568827,1.6740792736068122,1.0,0.017663525452500488,1.2656500869672647,0.45260592951207274,0.1443321819760247,0.2098922045695995,0.29112358630128093,fpgrowth,Portfolio-wide,356255,15628,"{credit_large, external_score_middle} -> {income_q4}","{credit_large, external_score_middle} -> {income_q4}"
"frozenset({'income_q4', 'external_score_middle'})",frozenset({'credit_large'}),0.08154552216810992,0.3220389889264712,0.043867454491866784,0.5379505008433445,1.6704514650124267,1.0,0.01760661698136752,1.4672908688592035,0.43699437475391434,0.12194988724239374,0.31847187137647426,0.33708416890713355,fpgrowth,Portfolio-wide,356255,15628,"{external_score_middle, income_q4} -> {credit_large}","{external_score_middle, income_q4} -> {credit_large}"
"frozenset({'income_q4', 'external_score_middle'})",frozenset({'leverage_under_3x'}),0.08154552216810992,0.47446632327967325,0.049237203688369285,0.6038002134177824,1.2725881349051482,1.0,0.010546599605345083,1.3264360419115733,0.23321766484427964,0.09715798627458583,0.2461000995126271,0.35378703869178196,fpgrowth,Portfolio-wide,356255,17541,"{external_score_middle, income_q4} -> {leverage_under_3x}","{external_score_middle, income_q4} -> {leverage_under_3x}"
"frozenset({'income_q4', 'external_score_strong'})",frozenset({'burden_under_20pct'}),0.08959593549564217,0.6564820142875187,0.07510070034104785,0.838215482941195,1.276829318547153,1.0,0.01628258013489408,2.1233056905415753,0.2381469639920472,0.11192734240019413,0.5290362549045221,0.4763071001023452,fpgrowth,Portfolio-wide,356255,26755,"{external_score_strong, income_q4} -> {burden_under_20pct}","{external_score_strong, income_q4} -> {burden_under_20pct}"
"frozenset({'external_score_strong', 'burden_under_20pct'})",frozenset({'income_q4'}),0.21168545002877154,0.23744228151183844,0.07510070034104785,0.35477497546874587,1.4941524871216225,1.0,0.02483762412335607,1.1818477112572436,0.41953338004839325,0.20078949935834414,0.15386729569734067,0.3355326585583474,fpgrowth,Portfolio-wide,356255,26755,"{burden_under_20pct, external_score_strong} -> {income_q4}","{burden_under_20pct, external_score_strong} -> {income_q4}"
"frozenset({'credit_large', 'income_q4'})",frozenset({'external_score_strong'}),0.12748171955481327,0.33316585030385537,0.05428695737603683,0.4258411132640479,1.2781655529090705,1.0,0.01181440188235984,1.1614104825356688,0.2494259894326831,0.13359305923961098,0.1389779797606672,0.29439192791231245,fpgrowth,Portfolio-wide,356255,19340,"{credit_large, income_q4} -> {external_score_strong}","{credit_large, income_q4} -> {external_score_strong}"
"frozenset({'credit_large', 'external_score_strong'})",frozenset({'income_q4'}),0.1284838107535333,0.23744228151183844,0.05428695737603683,0.4225198260983549,1.779463301178265,1.0,0.0237794682133826,1.320491599453661,0.5026100609342459,0.17419813912432558,0.24270627665201416,0.3255760260649004,fpgrowth,Portfolio-wide,356255,19340,"{credit_large, external_score_strong} -> {income_q4}","{credit_large, external_score_strong} -> {income_q4}"
"frozenset({'income_q4', 'external_score_strong'})",frozenset({'credit_large'}),0.08959593549564217,0.3220389889264712,0.05428695737603683,0.6059087064131082,1.8814762412244777,1.0,0.025433572897098893,1.7203146126445639,0.5146093640835755,0.15191623398556248,0.41871097725389655,0.3872406651792199,fpgrowth,Portfolio-wide,356255,19340,"{external_score_strong, income_q4} -> {credit_large}","{external_score_strong, income_q4} -> {credit_large}"
"frozenset({'income_q4', 'previous_approval_high'})",frozenset({'external_score_strong'}),0.11326998919313414,0.33316585030385537,0.046500399994386044,0.41052709835699946,1.2322004130453008,1.0,0.008762707730946999,1.1312380057463542,0.21251531385229108,0.11626976607078938,0.11601272683529358,0.27504921291320805,fpgrowth,Portfolio-wide,356255,16566,"{income_q4, previous_approval_high} -> {external_score_strong}","{income_q4, previous_approval_high} -> {external_score_strong}"
"frozenset({'income_q4', 'repayment_clean_observed'})",frozenset({'external_score_strong'}),0.09981333595317961,0.33316585030385537,0.04093696930569395,0.41013526814589835,1.2310243314908926,1.0,0.007682574361188493,1.1304865568078761,0.20847717360517073,0.10441979852076726,0.11542512913760569,0.2665039566557686,fpgrowth,Portfolio-wide,356255,14584,"{income_q4, repayment_clean_observed} -> {external_score_strong}","{income_q4, repayment_clean_observed} -> {external_score_strong}"
"frozenset({'bureau_debt_low', 'income_q4'})",frozenset({'external_score_strong'}),0.11772185653534688,0.33316585030385537,0.05116559767582209,0.4346312501490259,1.3045492200134907,1.0,0.01194469524387478,1.1794676481003166,0.2646010123481943,0.12800292128677063,0.1521598734728945,0.2941026031353764,fpgrowth,Portfolio-wide,356255,18228,"{bureau_debt_low, income_q4} -> {external_score_strong}","{bureau_debt_low, income_q4} -> {external_score_strong}"
"frozenset({'income_q4', 'bureau_debt_moderate'})",frozenset({'burden_under_20pct'}),0.07976309104433622,0.6564820142875187,0.07223196867412388,0.9055813626126126,1.3794458079638965,1.0,0.019868933999539283,3.6382434148363263,0.29891345711290024,0.1087809332172237,0.7251420847978125,0.5078051120919824,fpgrowth,Portfolio-wide,356255,25733,"{bureau_debt_moderate, income_q4} -> {burden_under_20pct}","{bureau_debt_moderate, income_q4} -> {burden_under_20pct}"
"frozenset({'credit_large', 'bureau_debt_moderate'})",frozenset({'income_q4'}),0.09611654573269147,0.23744228151183844,0.040541185386871764,0.42179195140470765,1.7763978206370035,1.0,0.017719053477064543,1.3188293043321193,0.4835391462118266,0.13835748977382675,0.24175175914337188,0.29626658688570884,fpgrowth,Portfolio-wide,356255,14443,"{bureau_debt_moderate, credit_large} -> {income_q4}","{bureau_debt_moderate, credit_large} -> {income_q4}"
"frozenset({'income_q4', 'bureau_debt_moderate'})",frozenset({'credit_large'}),0.07976309104433622,0.3220389889264712,0.040541185386871764,0.5082699887387387,1.5782871211745988,1.0,0.014854360193303658,1.3787261211382948,0.3981602126653041,0.11222135026145874,0.27469278729963675,0.31707952403954576,fpgrowth,Portfolio-wide,356255,14443,"{bureau_debt_moderate, income_q4} -> {credit_large}","{bureau_debt_moderate, income_q4} -> {credit_large}"
"frozenset({'income_q4', 'bureau_debt_moderate'})",frozenset({'leverage_under_3x'}),0.07976309104433622,0.47446632327967325,0.05036841588188236,0.6314752252252251,1.3309168517172152,1.0,0.012523515340654316,1.4260470738812834,0.27018940308576617,0.0999649030935416,0.29876087661097184,0.36881663362059336,fpgrowth,Portfolio-wide,356255,17944,"{bureau_debt_moderate, income_q4} -> {leverage_under_3x}","{bureau_debt_moderate, income_q4} -> {leverage_under_3x}"
"frozenset({'credit_file_established', 'income_q4'})",frozenset({'bureau_debt_moderate'}),0.09826669099381061,0.29571234087942627,0.04038118763245428,0.4109346435100549,1.38964319949572,1.0,0.011322514408199313,1.1956018994517046,0.31094650664569234,0.11420088750585451,0.1636011949641483,0.27374514119327553,fpgrowth,Portfolio-wide,356255,14386,"{credit_file_established, income_q4} -> {bureau_debt_moderate}","{credit_file_established, income_q4} -> {bureau_debt_moderate}"
"frozenset({'income_q4', 'bureau_debt_moderate'})",frozenset({'credit_file_established'}),0.07976309104433622,0.40597886345454803,0.04038118763245428,0.5062640765765766,1.2470207741080002,1.0,0.007999058584653024,1.2031150831130124,0.21525841687234984,0.09067073401318526,0.16882431777636778,0.3028651540579658,fpgrowth,Portfolio-wide,356255,14386,"{bureau_debt_moderate, income_q4} -> {credit_file_established}","{bureau_debt_moderate, income_q4} -> {credit_file_established}"
"frozenset({'leverage_under_3x', 'income_q4'})",frozenset({'burden_under_20pct'}),0.1428667667822206,0.6564820142875187,0.13577633998119323,0.9503703558166492,1.4476715814493228,1.0,0.04198687714925588,6.92162902565642,0.3607789104953288,0.20461419367938374,0.85552534001847,0.578597257010409,fpgrowth,Portfolio-wide,356255,48371,"{income_q4, leverage_under_3x} -> {burden_under_20pct}","{income_q4, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'income_q4', 'burden_under_20pct'})",frozenset({'leverage_under_3x'}),0.20534448639317343,0.47446632327967325,0.13577633998119323,0.6612124940195475,1.3935920455829636,1.0,0.03834729651647134,1.551219178521445,0.3554117266286223,0.24957304646183212,0.3553457732819185,0.47368946843069654,fpgrowth,Portfolio-wide,356255,48371,"{burden_under_20pct, income_q4} -> {leverage_under_3x}","{burden_under_20pct, income_q4} -> {leverage_under_3x}"
"frozenset({'income_q4', 'card_history_not_observed'})",frozenset({'leverage_under_3x'}),0.15981810781603065,0.47446632327967325,0.09533059185134243,0.5964943094000281,1.2571899840579954,1.0,0.01950228184235596,1.3024194923717474,0.24348926677538343,0.1768808103955626,0.23219822349328625,0.3987080169087213,fpgrowth,Portfolio-wide,356255,33962,"{card_history_not_observed, income_q4} -> {leverage_under_3x}","{card_history_not_observed, income_q4} -> {leverage_under_3x}"
"frozenset({'income_q4', 'previous_outcome_mixed'})",frozenset({'burden_under_20pct'}),0.07951888394548848,0.6564820142875187,0.069284641619065,0.8712979632179041,1.3272229006357859,1.0,0.017081924512635294,2.66909517752301,0.2678458613407355,0.10391923240471371,0.6253411986124728,0.48841862351167786,fpgrowth,Portfolio-wide,356255,24683,"{income_q4, previous_outcome_mixed} -> {burden_under_20pct}","{income_q4, previous_outcome_mixed} -> {burden_under_20pct}"
"frozenset({'income_q4', 'previous_outcome_mixed'})",frozenset({'leverage_under_3x'}),0.07951888394548848,0.47446632327967325,0.04990526448751596,0.6275901020156024,1.3227284450400723,1.0,0.01217623199059701,1.4111700026360317,0.26506456252365196,0.09900267845707508,0.29136815682587935,0.36638599586407017,fpgrowth,Portfolio-wide,356255,17779,"{income_q4, previous_outcome_mixed} -> {leverage_under_3x}","{income_q4, previous_outcome_mixed} -> {leverage_under_3x}"
"frozenset({'previous_deep', 'income_q4'})",frozenset({'previous_outcome_mixed'}),0.10354380991143984,0.3234901966288192,0.04684846528469776,0.45245066146172197,1.3986533940652155,1.0,0.013353057856749,1.2355230036021445,0.31794814241246905,0.12322526819400043,0.1906261582467357,0.2986362813144004,fpgrowth,Portfolio-wide,356255,16690,"{income_q4, previous_deep} -> {previous_outcome_mixed}","{income_q4, previous_deep} -> {previous_outcome_mixed}"
"frozenset({'income_q4', 'previous_outcome_mixed'})",frozenset({'previous_deep'}),0.07951888394548848,0.3972912660874935,0.04684846528469776,0.5891489286596774,1.4829143727764003,1.0,0.015256307204130182,1.4669761769058682,0.3537848029451559,0.10895962814017862,0.31832567171663934,0.3535343122847904,fpgrowth,Portfolio-wide,356255,16690,"{income_q4, previous_outcome_mixed} -> {previous_deep}","{income_q4, previous_outcome_mixed} -> {previous_deep}"
"frozenset({'credit_large', 'previous_outcome_mixed'})",frozenset({'income_q4'}),0.09828633984084434,0.23744228151183844,0.04032785504764846,0.4103098671997716,1.7280404508719072,1.0,0.016990522274390473,1.2931498698596948,0.46723240592803816,0.13651912807160912,0.22669442784037186,0.2900763191064468,fpgrowth,Portfolio-wide,356255,14367,"{credit_large, previous_outcome_mixed} -> {income_q4}","{credit_large, previous_outcome_mixed} -> {income_q4}"
"frozenset({'income_q4', 'previous_outcome_mixed'})",frozenset({'credit_large'}),0.07951888394548848,0.3220389889264712,0.04032785504764846,0.5071481520703167,1.5748035781658416,1.0,0.014719674061281943,1.375587844341928,0.39653195099795924,0.1116403760975989,0.2730380657889622,0.31618738751971315,fpgrowth,Portfolio-wide,356255,14367,"{income_q4, previous_outcome_mixed} -> {credit_large}","{income_q4, previous_outcome_mixed} -> {credit_large}"
"frozenset({'leverage_under_3x', 'income_q4'})",frozenset({'credit_medium'}),0.1428667667822206,0.3439278045220418,0.07493508863033502,0.5245102854785154,1.5250592670384122,1.0,0.025799235191763317,1.3797820971547308,0.40167358480289017,0.1819433369454838,0.2752478800369167,0.3711952860557783,fpgrowth,Portfolio-wide,356255,26696,"{income_q4, leverage_under_3x} -> {credit_medium}","{income_q4, leverage_under_3x} -> {credit_medium}"
"frozenset({'leverage_under_3x', 'credit_medium'})",frozenset({'income_q4'}),0.14880913952084884,0.23744228151183844,0.07493508863033502,0.5035650960123741,2.1207894937922727,1.0,0.039601507032691184,1.536067896038126,0.6208683711295548,0.2407040069246583,0.348987110153639,0.40957897784422936,fpgrowth,Portfolio-wide,356255,26696,"{credit_medium, leverage_under_3x} -> {income_q4}","{credit_medium, leverage_under_3x} -> {income_q4}"
"frozenset({'credit_medium', 'income_q4'})",frozenset({'leverage_under_3x'}),0.07553858893208516,0.47446632327967325,0.07493508863033502,0.9920107019434433,2.0907926511755917,1.0,0.03909457207399395,65.77970592660893,0.5643421012952723,0.15773489476856176,0.9847977429221758,0.5749731142814104,fpgrowth,Portfolio-wide,356255,26696,"{credit_medium, income_q4} -> {leverage_under_3x}","{credit_medium, income_q4} -> {leverage_under_3x}"
"frozenset({'credit_medium', 'income_q4'})",frozenset({'burden_under_20pct'}),0.07553858893208516,0.6564820142875187,0.07115128208726895,0.9419196611051244,1.4347988834505874,1.0,0.021561557068696814,5.914531358610746,0.3277997383638946,0.10766316397522915,0.8309248967723981,0.5251511720811566,fpgrowth,Portfolio-wide,356255,25348,"{credit_medium, income_q4} -> {burden_under_20pct}","{credit_medium, income_q4} -> {burden_under_20pct}"
"frozenset({'external_score_weak', 'income_q4'})",frozenset({'burden_under_20pct'}),0.06622222845995145,0.6564820142875187,0.05917952028743456,0.8936503899626991,1.3612717035859385,1.0,0.01570581835743739,3.230082231538002,0.28421408618790345,0.08918962366319211,0.6904103585239529,0.4918984178568172,fpgrowth,Portfolio-wide,356255,21083,"{external_score_weak, income_q4} -> {burden_under_20pct}","{external_score_weak, income_q4} -> {burden_under_20pct}"
"frozenset({'external_score_weak', 'income_q4'})",frozenset({'leverage_under_3x'}),0.06622222845995145,0.47446632327967325,0.04499024575093683,0.6793828416412343,1.4318884361383293,1.0,0.01357002849415713,1.639131478210728,0.3230121531825007,0.09076134658399163,0.38992081276384405,0.3871028423941747,fpgrowth,Portfolio-wide,356255,16028,"{external_score_weak, income_q4} -> {leverage_under_3x}","{external_score_weak, income_q4} -> {leverage_under_3x}"
"frozenset({'external_score_weak', 'income_q4'})",frozenset({'previous_deep'}),0.06622222845995145,0.3972912660874935,0.03185078104166959,0.4809681247880637,1.2106184198928311,1.0,0.005541268053680239,1.1612171866446594,0.18631402208288037,0.07378626887412051,0.1388346542738459,0.2805689871840161,fpgrowth,Portfolio-wide,356255,11347,"{external_score_weak, income_q4} -> {previous_deep}","{external_score_weak, income_q4} -> {previous_deep}"
"frozenset({'income_q4', 'repayment_some_late'})",frozenset({'burden_under_20pct'}),0.1105219575865602,0.6564820142875187,0.09711021599696847,0.8786508863717174,1.3384233950800906,1.0,0.024554538657543715,2.830824020394148,0.28427039117192526,0.1449636082513105,0.6467459676773671,0.5132880300378095,fpgrowth,Portfolio-wide,356255,34596,"{income_q4, repayment_some_late} -> {burden_under_20pct}","{income_q4, repayment_some_late} -> {burden_under_20pct}"
"frozenset({'income_q4', 'repayment_some_late'})",frozenset({'leverage_under_3x'}),0.1105219575865602,0.47446632327967325,0.06881306929025557,0.62261898714888,1.3122511685236686,1.0,0.01637412243248837,1.3925811284195533,0.26751729999936025,0.13331339387677416,0.2819089821108632,0.38382577756968345,fpgrowth,Portfolio-wide,356255,24515,"{income_q4, repayment_some_late} -> {leverage_under_3x}","{income_q4, repayment_some_late} -> {leverage_under_3x}"
"frozenset({'credit_large', 'repayment_some_late'})",frozenset({'income_q4'}),0.14058188657001305,0.23744228151183844,0.057228670474800354,0.4070842401613322,1.7144555618710888,1.0,0.023848586588377976,1.2861147740374674,0.48489140476309056,0.1783961149757186,0.222464417494618,0.3240528187448108,fpgrowth,Portfolio-wide,356255,20388,"{credit_large, repayment_some_late} -> {income_q4}","{credit_large, repayment_some_late} -> {income_q4}"
"frozenset({'income_q4', 'repayment_some_late'})",frozenset({'credit_large'}),0.1105219575865602,0.3220389889264712,0.057228670474800354,0.5178036267587748,1.6078911081074132,1.0,0.021636290999450178,1.4059852970614728,0.4250440349857016,0.15247468477496748,0.2887550089677233,0.3477554498064148,fpgrowth,Portfolio-wide,356255,20388,"{income_q4, repayment_some_late} -> {credit_large}","{income_q4, repayment_some_late} -> {credit_large}"
"frozenset({'previous_deep', 'income_q4'})",frozenset({'burden_under_20pct'}),0.10354380991143984,0.6564820142875187,0.09160292487122988,0.8846779440468445,1.3476042371198658,1.0,0.023628275973563914,2.978770911368597,0.2877356167346323,0.13704336725052388,0.6642910684458948,0.5121070105055174,fpgrowth,Portfolio-wide,356255,32634,"{income_q4, previous_deep} -> {burden_under_20pct}","{income_q4, previous_deep} -> {burden_under_20pct}"
